show_id,title,director,cast,country,date_added,release_year,rating,content_category,preferences,Cluster
s6220,Bala Loca,Unknown Director,"Alejandro Goic, Trinidad González, Ingrid Isensee, Mario Horton, Manuela Oyarzún, Fernanda Urrejola, Catalina Saavedra, Pablo Schwarz, Aline Küppenheim, Marcial Tagle, Víctor Quezada, Alfredo Castro, Roberto Farías, Hugo Medina, Daniel Candia, María Paz Grandjean, Alejandro Sieveking, Nicolás Durán, Sergio Hernández, Willy Semler, Erto Pantoja",Chile,"April 1, 2017",2016,TV-MA,"TV Show - International TV Shows, Spanish-Language TV Shows, TV Dramas",61,4
s6229,Bangkok Bachelors,Unknown Director,"Sean Jindachot, Nutt Devahastin Na Ayudhya, Patharamanop Isariy, Manatsanun Phanlerdwongsakul, Anchasa Mongkhonsama, Keerati Mahapreukpong",,"June 4, 2018",2016,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",81,1
s6250,Bat Pat,Unknown Director,"Rosa Romay, Alberto Escobal, Jaime de Diego, Josu Cubero",Italy,"December 31, 2017",2016,TV-Y,TV Show - Kids' TV,92,0
s6251,Bates Motel,Unknown Director,"Vera Farmiga, Freddie Highmore, Max Thieriot, Olivia Cooke, Nicola Peltz, Nestor Carbonell, Mike Vogel, Keegan Connor Tracy",United States,"February 20, 2018",2017,TV-MA,"TV Show - Crime TV Shows, TV Dramas, TV Horror",50,0
s6253,Battle Creek,Unknown Director,"Josh Duhamel, Dean Winters, Aubrey Dollar, Edward Fordham Jr., Kal Penn, Janet McTeer, Liza Lapira, Damon Herriman, Meredith Eaton",United States,"December 31, 2015",2015,TV-14,"TV Show - Crime TV Shows, TV Comedies, TV Dramas",77,0
s6254,Battlefield Recovery,Unknown Director,Unknown Cast,United Kingdom,"August 1, 2016",2016,TV-PG,"TV Show - British TV Shows, Docuseries, Reality TV",84,1
s6259,Be-Be-Bears,Unknown Director,"Nataliya Medvedeva, Polina Kutepova",Russia,"August 29, 2018",2018,TV-Y,TV Show - Kids' TV,84,4
s6263,Beast Legends,Unknown Director,"Steve Leonard, Francis Manapul, Kathryn Denning, Scott Edwards, Mike Paixao",Canada,"February 1, 2019",2010,TV-PG,TV Show - Docuseries,61,4
s6264,Beating Again,Unknown Director,"Kyung-ho Jung, So-yeon Kim, Hyun-min Yoon, Goo Jin, Hyun-joo Gong, Si-eon Lee, Yeong-gyu Park, Seok-Hwan An, Myung-Ryul Nam, Eun-ji Jo",South Korea,"May 22, 2017",2015,TV-14,"TV Show - International TV Shows, Korean TV Shows, Romantic TV Shows",78,1
s6265,Beauty & the Beast,Unknown Director,"Kristin Kreuk, Jay Ryan, Max Brown, Austin Basis, Nina Lisandrello, Brian White, Sendhil Ramamurthy",Canada,"September 19, 2016",2016,TV-14,"TV Show - Crime TV Shows, Romantic TV Shows, TV Dramas",68,1
s6266,Beauty and the Bitches,Unknown Director,"Methinee Kingpayome, Son Songpaisarn, Yingying Sarucha, Pim Pimjira Jaroenlak, Jespipat Tilapornputt, Groupz Chutharut Anusin, Aon Korakot Tunkaew, Raviyanun Takerd, Nat Thephussadin Na Ayutthaya, Bam Pakakanya Charoenyos, Eye Warapairin Laphatsanitirot, Pemy Peramin Thabkaew, Darin Hansen, Hongyok Pornphan Rerkatakarn, Rattanapond Klinkulabhiran, Oliver Pupart, Organ Wacharapolmek, Patiparn Pataweekarn, Yuthana Puengklarng, Ak Akarat, Point Cholawit Meetongcom, Copter Phumin, Koii Korakod, Mila Thanapa, Mild Anis Suwit",,"April 23, 2019",2016,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",96,1
s6276,Behind the Newsroom,Unknown Director,"Pok Piyatida Woramusik, Willie Ruengrit McIntosh, Charebelle Lanlalin, Tono Pakin Kumwilaisuk, Point Cholawit Meetongcom, Cee Hathaiphat, Pitta Na Pattalung, Ae Sasikarn Aphichartworasilp, Louis Pongphan Petchbuntoon, Sawitree Samipak",,"September 14, 2018",2015,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Dramas",49,0
s6277,Behzat Ç.,Unknown Director,"Erdal Beşikçioğlu, Fatih Artman, İnanç Konukçu, Seda Bakan, Berkan Şal, Ayça Eren, Berke Üzrek, Canan Ergüder, Ege Aydan, Eray Eserol, Hakan Hatipoğlu",Turkey,"May 19, 2017",2010,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",90,0
s6280,Being Mary Jane: The Series,Unknown Director,"Gabrielle Union, Lisa Vidal, Margaret Avery, Omari Hardwick, Latarsha Rose, Aaron D. Spears, B.J. Britt, Raven Goodwin, Richard Roundtree",United States," July 1, 2017",2016,TV-14,"TV Show - Romantic TV Shows, TV Dramas",97,1
s6282,Ben 10,Unknown Director,"Tara Strong, Montse Hernandez, David Kaye, Roger Craig Smith, Todd Haberkorn, Dwight Schultz, Daryl Sabara",United States,"September 30, 2018",2016,TV-Y7,TV Show - Kids' TV,53,0
s6292,Beyblade: Metal Fusion,Unknown Director,"Aki Kanada, Satoshi Hino, Emiri Kato, Kei Shindo, Robert Tinkler, Peter Cugno, Lisette St. Louis, Barbara Mamabolo",Japan,"December 15, 2017",2009,TV-Y7,"TV Show - Anime Series, Kids' TV",94,0
s6295,Bh Se Bhade,Unknown Director,"Deven Bhojani, Suchita Trivedi, Sarita Joshi, Varun Khandelwal, Bhavna Khatri, Dushyant Wagh, Gulfam Khan, Atul Parchure",India,"April 1, 2018",2013,TV-PG,"TV Show - International TV Shows, TV Comedies",96,1
s6296,Bhaage Re Mann,Unknown Director,"Karuna Pandey, Chandan Anand, Kanika Shivpuri, Ved Thappar, Nupur Alankar, Tarun Mehta, Priya Marathe, Vasundhara Kaul, Ankit Narang, Arshima Thapar",India,"April 15, 2017",2015,TV-14,"TV Show - International TV Shows, Romantic TV Shows, TV Dramas",80,1
s6302,Big Bad Beetleborgs,Unknown Director,"Wesley Barker, Herbie Baez, Elisabeth Lund, Shannon Chandler, Billy Forester, Frank Addela, Kyle Jordan, Dave 'Foots' Footman, Derek Stephen Prince, Vivian Smallwood","United States, France, Japan","January 1, 2016",1997,TV-G,"TV Show - Kids' TV, TV Comedies",81,1
s6305,"Big Dreams, Small Spaces",Unknown Director,Monty Don,United Kingdom," July 26, 2019",2017,TV-G,"TV Show - British TV Shows, International TV Shows, Reality TV",59,3
s6319,Bitten,Unknown Director,"Laura Vandervoort, Greyston Holt, Greg Bryk, Steve Lund, Paul Greene, Michael Xavier, Genelle Williams",Canada," May 26, 2016",2016,TV-MA,"TV Show - International TV Shows, TV Dramas, TV Horror",51,2
s6320,Bitter Daisies,Miguel Conde,"María Mera, Toni Salgado, Miquel Insua, Denis Gómez, Lucía Álvarez, Sara Sanz, Jimmy Núñez, Paloma Saavedra, Manuel Cortés, Yelena Molina, Ricardo de Barreiro, Nerea Barros, Santiago Cuquejo, Martina Stetson, Carlos Villarino",Spain,"March 29, 2019",2018,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",79,4
s6324,Black Heart,Unknown Director,"Barış Kılıç, Tuvana Türkay, Serhat Tutumluer, Gülçin Santırcıoğlu, Kenan Bal",Turkey,"October 12, 2018",2014,TV-14,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",60,4
s6336,Blood & Treasures,Unknown Director,"Nawat Kulrattanarak, Woranuch Wongsawan, Jespipat Tilapornputt, Paramej Noiam, Phutharit Prombandal",Thailand,"July 14, 2018",2016,TV-14,"TV Show - International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",73,1
s6342,Blue Planet II,Unknown Director,David Attenborough,United Kingdom,"December 3, 2018",2017,TV-G,"TV Show - British TV Shows, Docuseries, Science & Nature TV",50,3
s6348,Bob Ross: Beauty Is Everywhere,Unknown Director,Bob Ross,,"June 1, 2016",1991,TV-G,TV Show - TV Shows,79,1
s6358,Bondi Rescue,Unknown Director,"Andrew Günsberg, Dean Gladstone, Bruce Hopkins, Trent 'Maxi' Maxwell, Andrew Reid, Ryan Clark, Chris Chapman, Anthony 'Harries' Caroll",Australia," November 1, 2019",2016,TV-PG,TV Show - Reality TV,75,4
s6361,Border Patrol,Unknown Director,Timothy Balme,,"October 2, 2019",2016,TV-PG,TV Show - Reality TV,78,1
s6362,Borderline,Unknown Director,"David Avery, Jackie Clune, David Elms, Liz Kingsman, Jamie Michie",United Kingdom," December 2, 2017",2017,TV-14,"TV Show - British TV Shows, TV Comedies",71,0
s6365,Botched Up Bodies,Unknown Director,"Charlie Brooks, Sue Johnston",United Kingdom,"October 2, 2019",2013,TV-MA,"TV Show - British TV Shows, Docuseries, International TV Shows",64,0
s6369,Brain Games,Unknown Director,Jason Silva,United States," March 15, 2019",2016,TV-G,"TV Show - Docuseries, Science & Nature TV",60,1
s6372,Brave Miss World,Cecilia Peck,Linor Abargil,"United States, Israel, Italy, South Africa","February 17, 2018",2013,TV-14,"TV Show - Crime TV Shows, Docuseries",72,2
s6374,Braxton Family Values,Unknown Director,"Toni Braxton, Trina Braxton, Traci Braxton, Towanda Braxton, Tamar Braxton",United States,"February 15, 2020",2014,TV-PG,TV Show - Reality TV,86,2
s6379,Bringing Sexy Back,Unknown Director,Samantha Armstrong,,"October 2, 2019",2015,TV-14,"TV Show - International TV Shows, Reality TV",40,1
s6382,Brown Nation,Unknown Director,"Rajeev Varma, Shenaz Treasury, Kapil Bawa, Remy Munasifi, Omi Vaidya, Melanie Chandra, Sana Serrai, Jonathan Horvath, Akaash Singh",United States,"November 15, 2016",2016,TV-14,TV Show - TV Comedies,41,1
s6386,Buddha,Unknown Director,"Himanshu Soni, Kajal Jain, Sanket Choukse, Kabir Bedi, Sameer Dharmadhikari, Jagat Singh, Reshmi Ghosh, Siddharth Vasudev, Amit Behl, Hemant Choudhary",,"April 1, 2018",2013,TV-PG,"TV Show - International TV Shows, TV Dramas",95,1
s6390,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",Unknown Director,Unknown Cast,,"March 31, 2018",2017,TV-PG,TV Show - Kids' TV,95,0
s6394,Burnistoun,Unknown Director,"Iain Connell, Robert Florence, Kirsty Strain, Richard Rankin, Allan Miller, Louise Stewart",United Kingdom," October 1, 2019",2012,TV-MA,"TV Show - British TV Shows, TV Comedies",65,3
s6399,Cabins in the Wild with Dick Strawbridge,Unknown Director,"Dick Strawbridge, William Hardie",United Kingdom,"September 15, 2018",2017,TV-PG,"TV Show - British TV Shows, International TV Shows, Reality TV",75,1
s6402,Cain and Abel,Unknown Director,"So Ji-sub, Shin Hyun-joon, Chae Jung-an, Han Ji-min, Kim Hae-suk, You-Mi Ha, Yong Jang, Kwon Hae-hyo",South Korea,"March 12, 2019",2009,TV-MA,"TV Show - International TV Shows, Korean TV Shows, Romantic TV Shows",92,1
s6405,Calico Critters,Unknown Director,"Georgie Fuller, Jessica Hinds-Mingo, Mayumi Kawai, Sarah Sumeray, Alix Macey, Jenna Sharpe",,"November 1, 2018",2018,TV-Y,TV Show - Kids' TV,82,1
s6408,Call Me Francis,Unknown Director,"Rodrigo de la Serna, Sergio Hernández, Mercedes Morán, Muriel Santa Ana, Alex Brendemühl, Maximilian Dirr, Andres Gil, Marco Di Tieri",Italy,"December 16, 2016",2016,TV-14,"TV Show - International TV Shows, Spanish-Language TV Shows, TV Dramas",43,2
s6409,Camelia la Texana,Carlos Bolado,"Sara Maldonado, Erik Hayser, Andrés Palacios, Dagoberto Gama, Luis Ernesto Franco, Arcelia Ramírez, Eréndira Ibarra","Mexico, United States","February 1, 2017",2014,TV-14,"TV Show - Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows",83,2
s6412,Camp X,Unknown Director,Unknown Cast,Canada,"February 1, 2019",2014,TV-MA,TV Show - Docuseries,47,1
s6414,Can We Get Married?,Unknown Director,"Sung Jun, So-min Jung, Sung-min Kim, Ae-yeon Jeong, Mi-sook Lee, Eun-sook Sunwoo, Seok-woo Kang, Young-kwang Kim, Han Groo, Jin-soo Kim",South Korea,"May 22, 2017",2012,TV-14,"TV Show - International TV Shows, Korean TV Shows, Romantic TV Shows",59,0
s6417,Cannabis,Unknown Director,"Jean-Michel Correia, Yasin Houicha, Pedro Casablanc, Christophe Paou, Kate Moran, Santi Pons",France,"December 15, 2016",2016,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",65,1
s6421,Care Bears: Welcome to Care-a-Lot,Unknown Director,"David Lodge, Patty Mattson, Doug Erholtz, Stephanie Sheh, Nayo Wallace, Michael Sinterniklaas, Michaela Dean",United States,"August 2, 2019",2012,TV-Y,TV Show - Kids' TV,71,1
s6427,Case Closed,Unknown Director,"Minami Takayama, Alison Retzloff, Wakana Yamazaki, Colleen Clinkenbeard, Akira Kamiya, R. Bruce Elliott, Wataru Takagi, Chafurin, Mark Stoddard",Japan,"January 4, 2019",2015,TV-14,"TV Show - Anime Series, Crime TV Shows, TV Thrillers",52,1
s6431,Castle of Stars,Unknown Director,"Chaiyapol Pupart, Jintanutda Lummakanon, Worrawech Danuwong, Ornjira Lamwilai, Yong Armchair, Keerati Mahapreukpong, Akarat Nimitchai, Kornpassorn Duaysianklao, Nattapong Chartpong",,"September 7, 2018",2015,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",73,0
s6452,Chasing Monsters,Unknown Director,Cyril Chauquet,Canada," December 15, 2017",2016,TV-PG,"TV Show - Docuseries, Reality TV, Science & Nature TV",75,1
s6456,Cheapest Weddings,Unknown Director,Melanie Vallejo,Australia,"December 1, 2017",2016,TV-14,"TV Show - International TV Shows, Reality TV",44,2
s6457,Cheers,Unknown Director,"Ted Danson, Rhea Perlman, George Wendt, John Ratzenberger, Shelley Long, Kirstie Alley, Woody Harrelson, Kelsey Grammer, Nicholas Colasanto",United States," July 1, 2017",1992,TV-PG,"TV Show - Classic & Cult TV, TV Comedies",44,0
s6458,Chef & My Fridge,Unknown Director,"Seong-joo Kim​, Jung-hwan Ahn",South Korea," August 4, 2017",2017,TV-PG,"TV Show - International TV Shows, Korean TV Shows, Reality TV",42,0
s6460,Chewin' the Fat,Unknown Director,"Ford Kiernan, Greg Hemphill, Karen Dunbar, Mark Cox, Paul Riley",United Kingdom,"October 1, 2016",1999,TV-14,"TV Show - British TV Shows, TV Comedies",58,2
s6461,Chewing Gum,Unknown Director,"Michaela Coel, John Macmillan, Robert Lonsdale, Danielle Walters, Kadiff Kirwan, Susan Wokoma, Shola Adewusi, Sarah Hoare, Abby Rakic-Platt, Maggie Steed, Olisa Odele",United Kingdom," April 4, 2017",2017,TV-MA,"TV Show - British TV Shows, International TV Shows, Romantic TV Shows",55,1
s6470,Chill with Bob Ross,Unknown Director,Bob Ross,,"December 1, 2016",1994,TV-G,TV Show - TV Shows,65,4
s6478,Christiane Amanpour: Sex & Love Around the World,Unknown Director,Unknown Cast,United States,"September 30, 2018",2018,TV-MA,TV Show - Docuseries,83,0
s6484,Chuck Chicken,Unknown Director,Unknown Cast,Malaysia,"November 15, 2017",2017,TV-Y7,TV Show - Kids' TV,44,1
s6488,City in the Sky,Unknown Director,Unknown Cast,United Kingdom,"October 1, 2017",2016,TV-PG,"TV Show - British TV Shows, Docuseries, Science & Nature TV",46,0
s6491,Civilizations,Unknown Director,Unknown Cast,United Kingdom,"October 1, 2018",2018,TV-14,"TV Show - British TV Shows, Docuseries",65,1
s6496,Classic Legends,Unknown Director,Javed Akhtar,India,"May 15, 2017",2012,TV-PG,"TV Show - Docuseries, International TV Shows",59,0
s6499,Click for Murder,Unknown Director,Donal MacIntyre,United Kingdom,"September 17, 2017",2017,TV-14,"TV Show - British TV Shows, Crime TV Shows, Docuseries",46,0
s6505,Club Friday The Series 6,Unknown Director,"Puttichai Kasetsin, Kongtoranin Lalana, Preechaya Pongthananikorn",,"March 9, 2019",2015,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Dramas",93,0
s6506,Club Friday The Series 7,Unknown Director,"Sornram Tappituk, Amy Amika Klinprathum, Tanya Liyah, Shaun Jindachote, Four Sakolrat Wornurai, Toomtam Yuthana Puengklarng, Monchanok Saengchaipiangpen, Nat Myria Benedetti, Oil Thana Suttikamul, View Wannarot Sontichai, Pimthong Washirakom",,"June 18, 2018",2016,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Dramas",77,0
s6507,Club Friday The Series 8,Unknown Director,"Chutavuth Pattarakampol, Focus Jirakul, Sattaphong Phiangphor, Toni Rakkaen, Paula Taylor, Virithipa Phakdeeprasong, Pakkaramai Potranan",,"February 2, 2019",2017,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",82,3
s6508,Club Friday To Be Continued - Friend & Enemy,Unknown Director,"Wanida Termthanaporn, Apinya Sakuljaroensuk, Golf Pichaya Nitipaisankul, Thassapak Hsu",,"April 20, 2018",2016,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Dramas",40,3
s6509,Club Friday To Be Continued - My Beautiful Tomboy,Unknown Director,"Puttichai Kasetsin, Lalana Kongtoranin",,"April 13, 2018",2016,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",46,1
s6510,Club Friday To Be Continued - The Promise,Unknown Director,"Jirayu La-ongmanee, Focus Jirakul",,"April 20, 2018",2016,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Dramas",54,0
s6514,Cold Case Files,Unknown Director,Unknown Cast,United States,"September 15, 2019",2017,TV-14,"TV Show - Crime TV Shows, Docuseries",86,1
s6515,Cold Case Files Classic,Unknown Director,Bill Kurtis,United States,"September 15, 2020",1999,TV-MA,"TV Show - Crime TV Shows, Docuseries",56,0
s6520,Comedy Bang! Bang!,Unknown Director,"Scott Aukerman, Reggie Watts",United States," December 28, 2016",2016,TV-14,"TV Show - Stand-Up Comedy & Talk Shows, TV Comedies",55,4
s6521,Comedy High School,Unknown Director,"Ram Kapoor, Gopal Dutt, Paritosh Tripathi, Krishna Bhatt, Jasmeet Bhatia, Deepak Dutta, Parvati Sehgal, Surleen Kaur",,"July 1, 2018",2018,TV-14,"TV Show - International TV Shows, TV Comedies",83,0
s6525,Conan Without Borders,Unknown Director,Unknown Cast,United States,"December 31, 2018",2018,TV-14,"TV Show - Docuseries, TV Comedies",65,2
s6533,Cooking on High,Unknown Director,"Josh Leyva, Ngaio Bealum",United States,"June 22, 2018",2018,TV-MA,TV Show - Reality TV,71,2
s6539,Court Justice,Unknown Director,Chris Bourke,Australia,"October 2, 2019",2017,TV-MA,"TV Show - Crime TV Shows, Docuseries, International TV Shows",89,0
s6543,Crime Time,Unknown Director,"Augusto Madeira, Érico Brás, Gustavo Machado, Dionisio Neto, Fernanda Vianna, Georgina Castro, Leo Miranda, Marat Descartes, Mauricio Tarcinalli Barros, Sabrina Greve, Sérgio Malheiros",France,"January 31, 2019",2017,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Action & Adventure",52,0
s6550,Dad's Army,Unknown Director,"Arthur Lowe, John Le Mesurier, Clive Dunn, John Laurie, Arnold Ridley, Ian Lavender, James Beck, Bill Pertwee",United Kingdom," March 31, 2018",1977,TV-PG,"TV Show - British TV Shows, Classic & Cult TV, TV Comedies",87,0
s6557,Dance Academy,Unknown Director,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Isabel Durant, Thom Green, Jordan Rodrigues, Thomas Lacey, Tim Pocock, Tara Morice",Australia,"December 20, 2017",2013,TV-PG,"TV Show - International TV Shows, Romantic TV Shows, TV Dramas",80,1
s6560,Dandy,Unknown Director,"Alfonso Herrera, Damián Alcázar, Gabriela Roel, Itahisa Machado, Dagoberto Gama, Hernán Mendoza, Daniel Martínez, Christian Vasquez, Aleyda Gallardo, Danny Perea, Pakey Vázquez, Fátima Molina, Héctor Holten, Carlos Valencia",Mexico,"March 31, 2018",2016,TV-MA,"TV Show - Crime TV Shows, International TV Shows, Spanish-Language TV Shows",62,0
s6561,Dangerous Roads,Unknown Director,"Adrian Dunbar, Sue Perkins, Charley Boorman, Rhod Gilbert, Greg Davies, Ben Fogle, Hugh Dennis, Ed Byrne, Andy Parsons, Liza Tarbuck, David Baddiel",United Kingdom," February 1, 2019",2012,TV-MA,"TV Show - British TV Shows, Docuseries",61,1
s6569,Darr Sabko Lagta Hai,Unknown Director,Bipasha Basu,India,"March 1, 2018",2015,TV-MA,"TV Show - International TV Shows, TV Horror, TV Thrillers",80,2
s6572,Day and Night,Unknown Director,"Pan Yueming, Wang Longzheng, Liang Yuen, Lü Xiaolin, Yin Shuyi, Hou Xuelong, Song Naigang",China,"March 23, 2018",2017,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",57,0
s6573,Days We Stared at the Sun,Unknown Director,"Sean Huang, Chang Chia-yu, Wu Chien-ho, Teresa Daley, Yong Lea, Edison Song, Shan Cheng-ju, Iris Hu, Hsia Teng-hung",Taiwan,"March 31, 2018",2017,TV-MA,"TV Show - International TV Shows, TV Dramas",41,1
s6587,Deep Undercover Collection,Unknown Director,Dave B. Mitchell,United States,"July 20, 2018",2017,TV-MA,"TV Show - Crime TV Shows, Docuseries",55,1
s6588,Deep Water,Unknown Director,"Noah Taylor, Yael Stone, Jeremy Lindsay Taylor, Danielle Cormack, Ben Oxenbould, Dan Spielman, Craig McLachlan, William McInnes, Olivia McNamara, John Brumpton, Simon Burke, Simon Elrahi, Victoria Haralabidou, Renee Lim, Julian Maroun, George Harrison Xanthis",Australia,"July 1, 2017",2016,TV-MA,"TV Show - Crime TV Shows, International TV Shows, TV Dramas",83,4
s6602,Devlok with Devdutt Pattanaik,Unknown Director,"Rasika Dugal, Devdutt Pattanaik",India,"October 15, 2018",2017,TV-PG,TV Show - International TV Shows,89,4
s6604,Dexter,Unknown Director,"Michael C. Hall, Jennifer Carpenter, David Zayas, James Remar, C.S. Lee, Lauren Vélez, Desmond Harrington, Julie Benz, Christina Robinson, Geoff Pierson",United States," January 1, 2018",2013,TV-MA,"TV Show - Crime TV Shows, TV Dramas, TV Mysteries",74,1
s6612,Dinner for Five,Unknown Director,Unknown Cast,United States,"February 4, 2008",2007,TV-MA,TV Show - Stand-Up Comedy & Talk Shows,98,1
s6614,Dino Hunt,Unknown Director,Unknown Cast,Canada,"August 4, 2017",2016,TV-G,"TV Show - Docuseries, Science & Nature TV",74,1
s6619,Diva Brides,Unknown Director,Unknown Cast,,"October 2, 2019",2017,TV-MA,"TV Show - British TV Shows, Reality TV",67,0
s6636,Doomsday Preppers,Unknown Director,Michael Izquierdo,United States,"March 1, 2019",2013,TV-14,"TV Show - Reality TV, Science & Nature TV",53,1
s6647,Dramaworld,Unknown Director,"Liv Hewson, Sean Dulake, Justin Chon, Noo-Ri Bae, Sa-hee Kim, Jimmy Shubert","United States, South Korea, China","May 23, 2016",2016,TV-14,"TV Show - Romantic TV Shows, TV Comedies, TV Dramas",45,1
s6652,"Drugs, Inc.",Unknown Director,Mike Secher,United States,"March 23, 2019",2015,TV-MA,"TV Show - Crime TV Shows, Docuseries",73,4
s6653,Dueños del paraíso,Unknown Director,"Kate del Castillo, Jorge Zabaleta, José María Torre, Tony Dalton, Géraldine Bazán, Ximena Duque, Adriana Barraza, Juan Pablo Llano, Daniela Wong, Tiago Correa, Margarita Muñoz, Miguel Varoni, Ariel Texido, María Luisa Flores, Alberto Jiménez, Andrea López, Maxi Iglesias, Jorge Hernández, Alberto Mateo, Sofía Lama","United States, Chile","February 25, 2017",2015,TV-14,"TV Show - Crime TV Shows, International TV Shows, Spanish-Language TV Shows",96,3
s6659,Earth to Luna!,Unknown Director,"Angelina Carballo, Raul-Gomez Pina, Eric Anderson",Brazil,"April 10, 2020",2014,TV-Y,TV Show - Kids' TV,64,1
s6660,Earth's Natural Wonders,Unknown Director,Olivia Colman,United Kingdom,"March 1, 2017",2015,TV-PG,"TV Show - British TV Shows, Docuseries, Science & Nature TV",84,1
s6661,Earth's Natural Wonders: Life at the Extremes,Unknown Director,Corey Johnson,,"October 1, 2018",2018,TV-14,"TV Show - British TV Shows, Docuseries, Science & Nature TV",46,0
s6664,Easy Fortune Happy Life,Unknown Director,"Lan Cheng-lung, Joe Chen, Roy Chiu, Jocelyn Wang, Chieh-kai Shiou, Ting Chiang, Wang Chuan",Taiwan,"September 1, 2016",2009,TV-MA,"TV Show - International TV Shows, Romantic TV Shows, TV Comedies",75,3
s6672,El Barco,Unknown Director,"Juanjo Artero, Mario Casas, Blanca Suárez, Irene Montalà, Luis Callejo, Neus Sanz, Juan Pablo Shuk, Ivan Massagué, Marina Salas, Bernabé Fernández, Javier Hernández, Patricia Arbúes, David Seijo, Giselle Calderón",Spain," July 1, 2017",2013,NR,"TV Show - International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",88,0
s6673,El Cartel,Unknown Director,"Manolo Cardona, Karen Martínez, Robinson Díaz, Diego Cadavid, Fernando Solórzano, Julian Arango, Sandra Reyes, Juan Pablo Raba, Fernando Arévalo",Colombia,"August 24, 2018",2008,TV-MA,"TV Show - Crime TV Shows, International TV Shows, Spanish-Language TV Shows",71,0
s6674,El Cartel 2,Unknown Director,"Diego Cadavid, Robinson Díaz, Patricia Manterola, Carolina Guerra, John Álex Toro, Luis Eduardo Arango, Alejandro Martínez, Juan Sebastián Aragón, Víctor Mallarino, Santiago Moure, Carlos Echavarría, John Gertz",Colombia,"August 24, 2018",2010,TV-MA,"TV Show - Crime TV Shows, International TV Shows, Spanish-Language TV Shows",75,1
s6675,El Chavo,Unknown Director,"Roberto Gómez Bolaños, María Antonieta de las Nieves, Carlos Villagrán, Florinda Meza García, Angelines Fernández Abad, Rubén Aguirre Fuentes, Edgar Vivar, Ramón Gómez Valdez de Castillo",Mexico,"December 31, 2017",1979,TV-PG,"TV Show - Classic & Cult TV, Kids' TV, Spanish-Language TV Shows",64,2
s6677,El Clon,Unknown Director,"Mauricio Ochmann, Sandra Echeverría, Saúl Lisazo, Roberto Moll, Geraldine Zivic, Andrea López, Juan Pablo Raba, Daniel Lugo",United States,"May 18, 2017",2010,TV-14,"TV Show - Romantic TV Shows, Spanish-Language TV Shows, TV Dramas",94,1
s6679,El Vato,Unknown Director,"El Dasa, Cristina Rodlo, Ricardo Polanco, Gustavo Egelhaaf, Mauricio Martínez, Itatí Cantoral, Arcelia Ramírez, Horacio Castelo, Fátima Molina, Leonardo Daniel, Giancarlo Vidrio, Mónica Dionne, Sebastián Ferrat, Mauricio Isaac, Aldo Gallardo, Julio Casado, Arnulfo Reyes Sanchez, José María de Tavira, Pablo Bracho, Patricio Sebastián",United States," February 24, 2018",2017,TV-MA,"TV Show - International TV Shows, Spanish-Language TV Shows, TV Comedies",95,1
s6691,Emogenius,Unknown Director,Hunter March,United States,"December 15, 2018",2017,TV-PG,TV Show - Reality TV,96,0
s6694,Encerrados,Unknown Director,"Luis Machín, Maria Merlino, Fabián Vena, Ana Chalentano, Nelly Prince, Victor Laplace, Silvia Pérez, Pilar Gamboa, Alberto Ajaka, Fabio Alberti, Martin Slipak, Martín Piroyansky, Paula Ransenberg",,"June 18, 2018",2018,TV-MA,"TV Show - International TV Shows, Spanish-Language TV Shows, TV Comedies",90,0
s6696,Encounters with Evil,Unknown Director,Richard Lintern,United Kingdom,"July 12, 2019",2016,TV-14,"TV Show - British TV Shows, Crime TV Shows, Docuseries",42,1
s6698,Enemigo íntimo,Unknown Director,"Raúl Méndez, Fernanda Castillo, Matias Novoa, Guillermo Quintanilla, Leonardo Daniel, Otto Sirgo, Alejandro Speitzer, Armando Hernández, Valentina Acosta, Elvira Monsell",,"August 8, 2018",2018,TV-MA,"TV Show - Crime TV Shows, Spanish-Language TV Shows, TV Dramas",51,1
s6710,Eurovision Song Contest,Unknown Director,"Bar Refaeli, Erez Tal, Assi Azar, Lucy Ayoub",,"July 23, 2019",2019,TV-PG,TV Show - International TV Shows,46,4
